ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
hsa04612,Antigen processing and presentation,2/169,77/7431,0.5262743525821769,0.5998982257413416,0.21240415648258024,2,kg,PCR,7124/3306,TNF/HSPA2
hsa04260,Cardiac muscle contraction,2/169,78/7431,0.5332463965104866,0.6047124084139538,0.214108699629821,2,kg,PCR,776/781,CACNA1D/CACNA2D1
hsa05330,Allograft rejection,1/169,38/7431,0.5837234422432505,0.6585597809923851,0.2331742765236196,1,kg,PCR,7124,TNF
hsa05322,Systemic lupus erythematosus,3/169,133/7431,0.5869896827079724,0.6588659703864995,0.23328268807943048,3,kg,PCR,3014/7124/8358,H2AFX/TNF/HIST1H3B
hsa03040,Spliceosome,3/169,134/7431,0.5921062015331842,0.6612353519659925,0.23412160787312652,3,kg,PCR,7307/84950/3306,U2AF1/PRPF38A/HSPA2
hsa04727,GABAergic synapse,2/169,88/7431,0.5990686809770893,0.6656318677523215,0.2356782689649368,2,kg,PCR,776/5567,CACNA1D/PRKACB
hsa05332,Graft-versus-host disease,1/169,41/7431,0.6116270943895219,0.6761706571140442,0.23940970634659942,1,kg,PCR,7124,TNF
hsa05032,Morphine addiction,2/169,91/7431,0.6174155962754069,0.6791571559029476,0.2404671269704216,2,kg,PCR,2778/5567,GNAS/PRKACB
hsa04940,Type I diabetes mellitus,1/169,43/7431,0.6291883570995295,0.688663873442271,0.24383314179295723,1,kg,PCR,7124,TNF
hsa03022,Basal transcription factors,1/169,45/7431,0.6459600297393386,0.7007038430083681,0.24809609752449394,1,kg,PCR,4331,MNAT1
hsa04972,Pancreatic secretion,2/169,96/7431,0.6465585460486305,0.7007038430083681,0.24809609752449394,2,kg,PCR,2778/5332,GNAS/PLCB4
hsa00565,Ether lipid metabolism,1/169,47/7431,0.6619774120388693,0.7138972090615257,0.2527674328734589,1,kg,PCR,5337,PLD1
hsa00510,N-Glycan biosynthesis,1/169,49/7431,0.6772742346327749,0.7268308859473682,0.2573468208617476,1,kg,PCR,2530,FUT8
hsa00480,Glutathione metabolism,1/169,56/7431,0.7255912757345331,0.773839249033039,0.27399093027964055,1,kg,PCR,3417,IDH1
hsa04670,Leukocyte transendothelial migration,2/169,112/7431,0.7281123843174503,0.773839249033039,0.27399093027964055,2,kg,PCR,5336/5291,PLCG2/PIK3CB
hsa00230,Purine metabolism,3/169,174/7431,0.7623672961458849,0.806350024769686,0.2855019226457261,3,kg,PCR,5433/57804/5424,POLR2D/POLD4/POLD1
hsa04623,Cytosolic DNA-sensing pathway,1/169,63/7431,0.766710857352779,0.8070640603713463,0.2857547390788499,1,kg,PCR,3551,IKBKB
hsa01230,Biosynthesis of amino acids,1/169,74/7431,0.8192965396130835,0.8583106605470399,0.30389946832766,1,kg,PCR,3417,IDH1
hsa04514,Cell adhesion molecules (CAMs),2/169,144/7431,0.8442687705501122,0.8802802346967995,0.31167816922279024,2,kg,PCR,3696/3655,ITGB8/ITGA6
hsa04146,Peroxisome,1/169,83/7431,0.853417448536518,0.8814640313522721,0.3120973125362112,1,kg,PCR,3417,IDH1
hsa04742,Taste transduction,1/169,83/7431,0.853417448536518,0.8814640313522721,0.3120973125362112,1,kg,PCR,5567,PRKACB
hsa03010,Ribosome,2/169,153/7431,0.8677039768850214,0.8920321257696481,0.31583912587059315,2,kg,PCR,64969/6233,MRPS5/RPS27A
hsa00564,Glycerophospholipid metabolism,1/169,97/7431,0.8942007019533746,0.9149960671150811,0.32396989936132053,1,kg,PCR,5337,PLD1
hsa01200,Carbon metabolism,1/169,116/7431,0.932099334550087,0.9493604333380516,0.3361371869235206,1,kg,PCR,3417,IDH1
hsa05012,Parkinson's disease,1/169,142/7431,0.9630612373817323,0.9763754480367793,0.34570231174507976,1,kg,PCR,5567,PRKACB
hsa04145,Phagosome,1/169,152/7431,0.9707894939711248,0.9796958196038874,0.3468779456970702,1,kg,PCR,7060,THBS4
hsa04080,Neuroactive ligand-receptor interaction,1/169,277/7431,0.9984893811051916,0.9999510296549721,0.35404964686348295,1,kg,PCR,5618,PRLR
hsa04740,Olfactory transduction,1/169,419/7431,0.9999510296549721,0.9999510296549721,0.35404964686348295,1,kg,PCR,5567,PRKACB
